PG.ProteinGroups,PG.Genes,ConditionNorm_N40_N_2,ConditionNorm_N40_N_3,ConditionNorm_N40_N_4,ConditionNorm_N40_N_5,ConditionNorm_N41_N_1,ConditionNorm_N41_N_2,ConditionNorm_N41_N_3,ConditionNorm_N41_N_4,ConditionNorm_N41_N_5,MedianConditionNormN40N,MedianConditionNormN41N,logFC,AveExpr,t,P.Value,adj.P.Val,B,mass,neglog(adj.P.Val),TotalPeptidesOverallInGene,LAMP Assoc
Q99592,ZBTB18,1.091641773,0.997464696,1.041221329,0.898301589,1.263757701,1.04178618,1.165522964,1.08088306,1.451417507,1.019343012,1.165522964,-0.13083013,1.072572412,-2.111052997,0.076219658,0.171719458,-6.373807788,"58,354",0.765180491,10,1
P11217,PYGM,1.00E-07,1.00E-07,0.018470919,0.034959971,0.035613881,0.022078456,0.034075026,0.069808844,0.067957633,0.00923551,0.035613881,-0.027036279,0.026875912,-2.105575172,0.076816644,0.172767377,-6.381688273,"97,092",0.76253826,17,1
Q9Y2D8,SSX2IP,0.345946947,0.077780473,0.507002977,0.074895615,0.11289097,1.00E-07,1.00E-07,1.00E-07,0.560471606,0.21186371,1.00E-07,0.223183685,0.13981466,2.099729341,0.077458949,0.173989982,-6.390094049,"71,236",0.759475757,1,1
P28340,POLD1,0.050457638,0.053401898,0.054024198,0.049363292,0.057977165,0.057572137,0.051793634,0.066303163,0.050749545,0.051929768,0.057572137,-0.006599768,0.055111641,-2.098480761,0.077596838,0.174024177,-6.391888837,"123,631",0.759390411,56,1
P61019,RAB2A,0.185828969,0.171430867,0.17596458,0.166425039,0.229890435,0.184256957,0.183097523,0.197145063,0.208775662,0.173697724,0.197145063,-0.023685131,0.186754929,-2.098440333,0.077601307,0.174024177,-6.391946947,"23,546",0.759390411,8,1
Q9NR77,PXMP2,0.005630655,0.00328109,0.032043107,1.00E-07,0.048059165,0.022558049,0.052305539,0.014476274,0.066987489,0.004455872,0.048059165,-0.024111019,0.022294247,-2.096472375,0.077819157,0.174470398,-6.394775398,"22,253",0.758278248,7,1
Q7Z6K5,ARPIN,0.231939327,0.11629651,0.694956998,0.14741235,0.023445996,0.011970224,0.048946412,0.012659637,1.00E-07,0.189675838,0.012659637,0.273395729,0.160953432,2.096128594,0.077857276,0.17449699,-6.395269447,"24,943",0.75821206,7,1
Q8WU67,ABHD3,0.443756999,0.453099709,0.493593993,0.557459148,0.757965563,0.512734427,0.531631563,0.655173412,0.798936279,0.473346851,0.655173412,-0.127398779,0.550676852,-2.095261716,0.077953482,0.174602202,-6.396515175,"46,009",0.757950283,3,1
P55061,TMBIM6,2.750753285,2.872267397,2.748224354,2.88153469,2.731278763,1.721124995,2.533200803,2.456004979,2.450161511,2.811510341,2.456004979,0.452792546,2.586798658,2.092481765,0.078262809,0.175082974,-6.400509388,"26,538",0.756756086,3,1
Q96G28,CFAP36,0.258330137,0.280219048,0.237609276,0.323261459,0.361273052,0.301120201,0.29046085,0.389657707,0.347477125,0.269274593,0.347477125,-0.060772972,0.305241466,-2.091616592,0.07835933,0.175256498,-6.401752258,"39,447",0.75632587,9,1
Q9Y4A0,JRKL,0.023076352,0.086423488,0.111100063,0.106453316,1.00E-07,0.086951691,1.00E-07,1.00E-07,1.00E-07,0.096438402,1.00E-07,0.060025307,0.051750651,2.088486158,0.078709574,0.175869677,-6.406248491,"59,912",0.754809033,4,1
P15121,AKR1B1,0.041622013,0.040124294,0.008376042,0.033439325,1.00E-07,0.002533988,0.022341915,0.020452378,0.000170475,0.03678181,0.002533988,0.019558324,0.021111257,2.086365557,0.078947732,0.176159793,-6.409293577,"35,853",0.754093209,19,1
Q86XI2,NCAPG2,0.259407482,0.287216478,0.291291507,0.290843292,0.309639506,0.323930083,0.334667231,0.277785256,0.32227786,0.289029885,0.32227786,-0.029315829,0.296847604,-2.085543513,0.079040249,0.176310287,-6.410473835,"130,960",0.753722348,25,1
Q9NRY5,FAM114A2,0.083121119,0.066818134,0.090907919,0.076966529,0.070268636,0.027932332,0.065493686,0.065146028,0.06415512,0.080043824,0.065146028,0.022243254,0.068331798,2.076051495,0.080116475,0.17840888,-6.424095586,"55,468",0.748583533,19,1
Q6UX98,ZDHHC24,0.042798427,0.054089952,0.122944779,0.25193072,0.064924018,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.088517366,1.00E-07,0.10170989,0.067086025,2.074882995,0.08024998,0.178534964,-6.425771633,"30,176",0.748276719,1,1
Q96HE9,PRR11,0.969880198,0.887162823,0.560470562,1.582582061,1.104664502,1.785010006,1.48291733,1.755525821,1.634899973,0.92852151,1.634899973,-0.532005504,1.266026663,-2.074010073,0.080349859,0.178684499,-6.427023595,"40,085",0.747913122,3,1
Q15121,PEA15,0.004309765,0.014333508,1.00E-07,1.00E-07,0.042314677,0.024868447,1.00E-07,0.06554842,0.045677315,0.002154933,0.042314677,-0.028522043,0.01892189,-2.068197886,0.081018091,0.179922391,-6.435356883,"15,040",0.744914786,7,1
Q9H4B6,SAV1,0.320371893,0.35879818,0.297264082,0.122954872,0.443136759,0.790638418,0.377926167,0.378536416,0.403174214,0.308817988,0.403174214,-0.222712183,0.386203348,-2.060780178,0.081879045,0.181504111,-6.445985303,"44,634",0.741113533,4,1
Q96SM3,CPXM1,1.294010813,0.563902943,0.562766407,0.486567262,1.180058383,0.765355268,1.456563835,1.713843396,1.025094069,0.563334675,1.180058383,-0.552143365,1.002883538,-2.055256785,0.082526104,0.182679076,-6.453894426,"81,668",0.738311194,4,1
Q8WUJ1,CYB5D2,0.689560112,0.890094202,0.52522091,0.272241134,0.80326268,0.78315054,0.911662716,0.981805399,1.0655849,0.607390511,0.911662716,-0.275691244,0.732124712,-2.054557545,0.082608385,0.182793539,-6.45489538,"28,690",0.738039158,3,1
Q9ULI3,HEG1,0.705519252,0.821024878,0.902933411,0.879263797,1.006433345,1.239062255,0.804038637,1.048246465,1.243040226,0.850144337,1.048246465,-0.197259841,0.925815255,-2.051004861,0.083027713,0.183566291,-6.459979918,"147,461",0.736207066,10,1
Q6P3X3,TTC27,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.033772523,0.008109858,0.0506342,0.036407089,1.00E-07,0.033772523,-0.02312907,0.011564635,-2.050021495,0.083144158,0.183779796,-6.461386971,"96,632",0.735702236,24,1
P30040,ERP29,0.087598282,0.101569283,0.098336156,0.099415887,0.091580495,0.118334053,0.11448322,0.123994611,0.112846895,0.098876021,0.11448322,-0.015368193,0.104413998,-2.04073322,0.084252156,0.185696169,-6.474670151,"28,993",0.731197055,13,1
Q13480,GAB1,0.21544057,0.204168233,0.210134928,0.096272797,0.207268262,0.245930895,0.280002065,0.246266261,0.317279098,0.20715158,0.246266261,-0.063362739,0.213185501,-2.038965892,0.084464653,0.185987183,-6.477196165,"76,616",0.730516984,13,1
Q8IXL7,MSRB3,0.120711134,0.061745952,0.097641584,0.200753728,0.219213507,0.304539842,0.283225901,0.849990323,0.114723412,0.109176359,0.283225901,-0.294029294,0.267227746,-2.037445282,0.084647916,0.186301984,-6.479369176,"20,702",0.729782521,5,1
Q04917,YWHAH,0.047757516,0.04447551,0.06930084,0.049571605,0.100427237,0.077053685,0.102095449,0.045184756,0.082817132,0.048664561,0.082817132,-0.028413914,0.066983325,-2.035617929,0.084868676,0.186565805,-6.481980074,"28,219",0.729167953,12,1
Q9Y2Q5,LAMTOR2,1.00E-07,1.00E-07,0.084758656,1.00E-07,0.107827067,0.062660831,0.047617833,0.062455603,0.053899726,1.00E-07,0.062455603,-0.048950594,0.045665036,-2.034647428,0.084986156,0.186735265,-6.48336651,"13,508",0.728773658,4,1
Q96DT7,ZBTB10,0.861099709,0.742760449,0.665571195,0.825516045,0.799200679,0.613657639,0.412567202,0.552608561,0.778959672,0.784138247,0.613657639,0.179228329,0.684122685,2.030346203,0.085508787,0.187794358,-6.489509418,"94,894",0.72631746,11,1
Q00765,REEP5,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.01936283,0.128245544,0.456072881,0.133975853,0.017997686,1.00E-07,0.128245544,-0.184414177,0.092207189,-2.023045425,0.086403274,0.189488775,-6.499929724,"21,493",0.722416512,7,1
Q9HAV0,GNB4,0.074823927,0.002533718,1.00E-07,1.00E-07,0.050238643,0.036302516,0.073742056,0.087433379,0.117797456,0.001266909,0.073742056,-0.042589687,0.040634305,-2.022349377,0.086489042,0.189586932,-6.500922752,"37,567",0.7221916,6,1
Q99653,CHP1,0.291395928,0.342703426,0.211761438,0.293887807,0.394268159,0.383476699,0.286683511,0.359297816,0.366926017,0.292641867,0.366926017,-0.070994397,0.320434348,-2.02090985,0.086666692,0.189931319,-6.502976239,"22,456",0.721403416,7,1
Q6NXT4,SLC30A6,0.18650482,0.113075185,0.281958088,0.144177617,0.051989383,0.189119759,0.023653272,0.052540073,0.202941399,0.165341219,0.052540073,0.102103306,0.130377275,2.020150136,0.086760595,0.190061817,-6.504059841,"51,116",0.721105122,9,1
Q02978,SLC25A11,0.015457705,1.00E-07,0.012443015,0.002141342,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.007292179,1.00E-07,0.007510441,0.00375532,2.020095503,0.086767351,0.190061817,-6.504137763,"34,062",0.721105122,16,1
P12236,SLC25A6,0.297991902,0.693834182,0.298756127,0.691603173,0.602087872,1.13003118,1.06437042,0.607103885,1.109970289,0.49517965,1.06437042,-0.355351993,0.673222343,-2.012917444,0.087659691,0.191517369,-6.514371479,"32,866",0.717791833,4,1
Q8N2U0,TMEM256,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.062464815,0.016553422,0.104487611,0.035043145,1.00E-07,0.035043145,-0.045876387,0.022938293,-2.011833805,0.0877952,0.191722819,-6.515915706,"11,742",0.717326194,2,1
Q96NT1,NAP1L5,0.054812532,0.204884639,0.120591951,0.232590026,0.285898967,0.385566605,0.206022526,0.197266759,0.371574255,0.162738295,0.285898967,-0.115468927,0.210954251,-2.002620384,0.088955828,0.193871014,-6.529037528,"19,593",0.712487118,3,1
Q9NR09,BIRC6,0.071999845,0.0749582,0.085647914,0.055732179,0.070535613,0.099880646,0.090976478,0.121732134,0.097872787,0.073479023,0.097872787,-0.023696683,0.083932876,-1.993491329,0.090120955,0.195968567,-6.542025477,"530,255",0.707813583,106,1
P24752,ACAT1,0.000479794,0.001342359,0.003575273,0.007313374,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.002458816,1.00E-07,0.0031776,0.0015889,1.990082876,0.090559867,0.196737906,-6.546871137,"45,200",0.706111954,22,1
P09012,SNRPA,0.032772863,0.014601488,0.024293974,0.018922042,0.012873391,0.005532649,0.003972635,0.023036561,0.003029437,0.021608008,0.005532649,0.011293783,0.0170007,1.984956996,0.091223955,0.197948061,-6.554154693,"31,280",0.703448748,12,1
Q7Z6K3,PTAR1,0.308581563,0.288425673,0.19289369,0.135754946,0.075001657,1.00E-07,0.266606881,0.028095684,1.00E-07,0.240659682,0.028095684,0.138987888,0.161920024,1.982037338,0.091604383,0.198633707,-6.558301342,"46,405",0.701947052,4,1
Q12841,FSTL1,4.753613791,2.645481301,3.439947666,4.407767314,3.19404297,2.878984896,2.709670027,2.701463922,2.698680033,3.92385749,2.709670027,0.940662064,3.341371486,1.979799189,0.091897082,0.199081636,-6.561479082,"34,986",0.700968798,11,1
Q8TAA9,VANGL1,0.169337873,0.363863135,0.174905255,0.395639503,0.001466423,0.04110101,0.317916538,1.00E-07,0.044544921,0.269384195,0.04110101,0.185815424,0.18302873,1.973255453,0.092758213,0.200712014,-6.570764939,"59,975",0.697426632,7,1
Q96KC8,DNAJC1,1.00E-07,1.00E-07,0.045598213,0.137673203,0.249149935,0.147001087,0.057016463,0.503666419,0.205806881,0.022799157,0.205806881,-0.193390572,0.14251319,-1.965415082,0.093800566,0.202682877,-6.581880859,"63,883",0.69318294,7,1
Q9Y575,ASB3,1.385034017,1.352287634,1.443254582,1.33933808,1.797251996,1.863956954,1.243072812,1.688884963,1.660353346,1.368660826,1.688884963,-0.268313103,1.51413513,-1.958906103,0.094674764,0.204237721,-6.59110081,"57,745",0.689864045,5,1
Q3KR37,GRAMD1B,1.00E-07,1.00E-07,0.130789744,1.00E-07,0.447470867,0.061608086,0.30880107,0.069920384,0.219341011,1.00E-07,0.219341011,-0.189252591,0.127323806,-1.957612961,0.094849404,0.204466531,-6.59293163,"85,400",0.689377772,2,1
P15586,GNS,0.008497,0.016984827,0.005102443,0.021526397,0.000470422,1.00E-07,1.00E-07,0.013428102,0.002967062,0.012740913,0.000470422,0.009552986,0.008251174,1.949982923,0.095886386,0.20627397,-6.60372794,"62,082",0.685555573,18,1
P35610,SOAT1,0.039778211,0.049128746,0.027727272,0.021041552,0.103047,0.109630432,0.095597108,0.010541826,0.135012974,0.033752742,0.103047,-0.045285146,0.057061518,-1.946891878,0.096309681,0.207136384,-6.608098628,"64,735",0.68374361,8,1
Q9UQ53,MGAT4B,0.05769115,1.00E-07,0.214037747,1.00E-07,0.153041557,0.353528431,0.086060311,0.542416094,0.263924275,0.028845625,0.263924275,-0.215829324,0.175846936,-1.942237535,0.096950562,0.208175777,-6.614676426,"63,198",0.681569806,3,1
Q9H8W5,TRIM45,0.581657365,0.490945719,0.402000227,0.931961069,0.668080746,0.068210732,0.233280032,0.076523031,0.409040157,0.536301542,0.233280032,0.340117459,0.431582365,1.929118684,0.098779822,0.211276686,-6.633194649,"64,359",0.675148424,3,1
Q9UMR5,PPT2,0.216650534,0.194296431,0.24712491,0.259836242,0.350747121,0.19931408,0.394529126,0.304706594,0.399215187,0.231887722,0.350747121,-0.082847201,0.27090063,-1.928659169,0.098844512,0.21135901,-6.633842687,"34,225",0.674979233,4,1
O15260,SURF4,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.005200677,0.001312306,0.071934683,0.05103266,0.040332469,1.00E-07,0.040332469,-0.032369981,0.016185091,-1.927952941,0.098944016,0.211473966,-6.634838578,"30,394",0.674743091,6,1
O14735,CDIPT,0.017022688,0.002780308,0.025845942,0.007713411,0.034142561,0.028672991,0.031826447,0.01211992,0.018236276,0.012368049,0.028672991,-0.013349892,0.020015533,-1.927664996,0.098984615,0.211511844,-6.635244598,"23,539",0.674665309,8,1
P06748,NPM1,1.00E-07,0.008566063,1.00E-07,0.003350415,0.011843191,0.020664539,0.015792025,1.00E-07,0.001914352,0.001675258,0.011843191,-0.009095794,0.007527067,-1.923018971,0.099641961,0.212550434,-6.641793517,"32,575",0.672538003,19,1
P62304,SNRPE,0.065786105,0.061056635,0.068786793,0.062800498,0.058367023,0.045467765,0.053435569,0.066214518,0.047319089,0.064293301,0.053435569,0.008736289,0.060239363,1.916446504,0.100579258,0.214324917,-6.651050637,"10,804",0.668927335,4,1
Q9H497,TOR3A,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.054284114,0.344617609,0.063640716,0.06360159,0.006662458,1.00E-07,0.06360159,-0.131535907,0.065768054,-1.915079067,0.100775361,0.214594423,-6.652975551,"46,199",0.668381568,7,1
Q13797,ITGA9,1.00E-07,1.00E-07,0.450872195,1.00E-07,0.312153887,0.395059594,0.232724826,0.392755594,0.521514089,1.00E-07,0.392755594,-0.220455352,0.222945799,-1.914228661,0.100897508,0.214755607,-6.654172462,"114,489",0.668055489,6,1
Q14919,DRAP1,0.053061539,0.060590442,0.019006932,0.050338976,0.068883729,0.073859135,0.065160157,0.051563711,0.044620312,0.051700258,0.065160157,-0.019117211,0.055308078,-1.908567437,0.101714388,0.216145997,-6.662136686,"22,350",0.665252803,5,1
Q9HB07,C12orf10,,,,,,,,,,,,-0.019277898,0.073066654,-1.900326324,0.102915225,0.218096302,-6.673718653,"42,449",0.661351698,,1
Q96NZ8,WFIKKN1,0.603995809,0.616810474,0.725511196,0.628970712,0.61523231,1.062328596,0.73924095,0.899072127,0.322602684,0.622890593,0.73924095,-0.185146448,0.736395272,-1.897362099,0.103350565,0.218718086,-6.677881122,"58,798",0.660115302,5,1
Q8NHQ8,RASSF8,1.00E-07,1.00E-07,0.271834296,1.00E-07,0.223582507,0.234620245,0.166198909,0.163796296,0.036081663,1.00E-07,0.166198909,-0.12909084,0.132504069,-1.895229845,0.103664841,0.219232643,-6.680874178,"48,327",0.65909478,11,1
Q8NDZ4,C3orf58,,,,,,,,,,,,-0.056268754,0.544311873,-1.891679355,0.104190246,0.22024303,-6.685855914,"49,482",0.657097827,,1
Q8IY63,AMOTL1,0.393888414,1.301953374,0.393952964,1.284958,1.824771875,1.907503657,1.371288292,0.85936763,1.798235502,0.839455482,1.798235502,-0.647044676,1.167210526,-1.888824924,0.104614551,0.220988379,-6.689859076,"106,574",0.655630564,2,1
Q00978,IRF9,0.064912029,0.421476359,0.064976578,0.298028844,0.302081909,0.298194182,0.693246932,1.111660156,0.943388782,0.181502711,0.693246932,-0.388947342,0.406822124,-1.88855954,0.104654086,0.221021397,-6.690231173,"43,696",0.65556568,2,1
Q5EB52,MEST,0.402085648,0.443655546,0.393758792,0.388662893,0.441972169,0.449443257,0.420157415,0.555869621,0.386556659,0.39792222,0.441972169,-0.059819896,0.436950668,-1.886916811,0.104899137,0.221448057,-6.692534124,"38,830",0.654728127,13,1
P32297,CHRNA3,0.698211266,0.540969639,0.579664837,0.249106242,0.522029882,1.397578523,0.686010674,1.044253105,1.591937939,0.560317238,1.044253105,-0.39548005,0.714728021,-1.884856013,0.105207352,0.222025031,-6.695422359,"57,480",0.65359806,7,1
P61254,RPL26,0.039981183,0.206983987,0.133308736,0.128509983,0.230757078,0.136123664,0.199061714,0.250351732,0.052640396,0.130909359,0.199061714,-0.076877575,0.16563476,-1.878615904,0.10614608,0.223559604,-6.704162405,"17,258",0.650606669,2,1
P49760,CLK2,0.531640226,0.513457978,0.63018529,0.41858259,0.515960617,1.128014988,0.90348548,0.606674846,0.617563619,0.522549102,0.617563619,-0.265067462,0.656000252,-1.868963005,0.107614473,0.226137141,-6.717665864,"60,090",0.645628103,4,1
P11279,LAMP1,0.026759291,0.070588078,0.076135689,0.067379774,0.020321182,0.049345327,0.032150933,0.04465303,0.045334077,0.068983926,0.04465303,0.02359809,0.048416663,1.868658357,0.10766114,0.226183799,-6.718091705,"44,882",0.645538505,12,1
Q6PGN9,PSRC1,0.775454153,0.949230439,0.765870912,1.217923219,0.917505981,1.77500508,1.126269569,1.428730725,1.655989728,0.862342296,1.428730725,-0.384758158,1.11949876,-1.855790496,0.109650526,0.229945286,-6.736059679,"38,796",0.63837549,7,1
Q92688,ANP32B,1.00E-07,0.005532975,1.00E-07,1.00E-07,0.004509076,0.032543983,1.00E-07,0.037183899,0.019639285,1.00E-07,0.019639285,-0.017175946,0.009971292,-1.84600112,0.111188097,0.232747373,-6.74970396,"28,788",0.633115212,7,1
Q6ZNW5,GDPGP1,0.008685091,0.093210793,0.035914715,0.018221512,0.018600434,1.00E-07,1.00E-07,1.00E-07,0.008927101,0.027068114,1.00E-07,0.034357844,0.021829106,1.822911486,0.114898806,0.238838661,-6.781797504,"42,362",0.621895372,8,1
P63241,EIF5A,0.029101024,0.025133539,0.019318123,0.02007919,0.043681337,0.022898555,0.027247744,0.056020132,0.043676177,0.022606364,0.043676177,-0.014053973,0.030434955,-1.818151133,0.115678756,0.24029786,-6.788398351,"16,832",0.619250097,4,1
Q9UBP9,GULP1,0.528650589,0.358944252,0.302487499,0.317708204,0.361401729,0.260772521,0.202979092,0.249535345,0.317717564,0.338326228,0.260772521,0.108275464,0.322809904,1.814548207,0.116272503,0.24131438,-6.793390603,"34,490",0.617416797,12,1
P32322,PYCR1,0.013689944,0.02347093,0.022977126,1.00E-07,0.035919021,0.027753337,0.017521026,0.025905061,1.00E-07,0.018333535,0.025905061,-0.011740086,0.020904568,-1.814270676,0.116318362,0.241355381,-6.793775022,"33,361",0.617343014,13,1
Q9ULE6,PALD1,1.00E-07,1.00E-07,1.00E-07,0.001779955,0.016056888,0.003134297,0.007642622,1.00E-07,1.00E-07,1.00E-07,0.003134297,-0.006263413,0.00357677,-1.813341903,0.116471961,0.241619868,-6.795061361,"96,754",0.616867358,30,1
Q14232,EIF2B1,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.00847709,0.002193629,0.018372052,1.00E-07,1.00E-07,1.00E-07,0.002193629,-0.007260618,0.003630409,-1.803609885,0.118093363,0.244599291,-6.808527246,"33,712",0.611544806,24,1
Q8WUA4,GTF3C2,0.195666669,0.213533939,0.197807659,0.224707299,0.153525041,0.183825768,0.218607946,0.166109055,0.152625037,0.205670799,0.166109055,0.027411939,0.194222922,1.803215039,0.118159609,0.244681689,-6.809073084,"100,680",0.61139853,20,1
Q9NRN9,METTL5,0.180239852,0.161598407,0.160321146,0.081420533,0.165047674,0.166002591,0.216700671,0.226711395,0.247733937,0.160959777,0.216700671,-0.047720598,0.169755284,-1.802591226,0.118264343,0.244843734,-6.809935367,"23,719",0.611111005,5,1
Q9NYG5,ANAPC11,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.463707478,1.00E-07,0.479097889,1.00E-07,1.00E-07,1.00E-07,-0.235701292,0.117850746,-1.791566817,0.120130256,0.247798025,-6.825157941,"9,841",0.605902159,1,1
P28290,SSFA2,,,,,,,,,,,,-0.08784693,0.043923565,-1.791558371,0.120131697,0.247798025,-6.825169591,"138,386",0.605902159,,1
P40926,MDH2,0.042055833,0.041520064,0.041440468,0.038410741,0.038033016,0.030557606,0.036775456,0.041105478,0.035972696,0.041480266,0.036775456,0.004238888,0.038737333,1.791272069,0.120180534,0.247798025,-6.825564506,"35,503",0.605902159,21,1
O60907,TBL1X,1.00E-07,0.058322528,0.055413822,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.027706961,1.00E-07,0.028434037,0.014217119,1.789555353,0.120473778,0.248084756,-6.827932041,"62,496",0.605399921,2,1
Q9UBS4,DNAJB11,0.012430198,0.068613027,0.052650253,0.068718313,0.065264259,0.076367689,0.077845413,0.077128809,0.104829975,0.06063164,0.077128809,-0.023548595,0.062377245,-1.789250607,0.120525907,0.248136836,-6.828352239,"40,514",0.605308759,13,1
Q9BX10,GTPBP2,0.079450783,0.232572121,0.051572019,0.250430382,0.411639723,0.258719459,0.352893269,0.1363658,0.368344504,0.156011452,0.352893269,-0.136398237,0.221705444,-1.786775923,0.120950027,0.248677774,-6.831763562,"65,768",0.604363029,11,1
O75317,USP12,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.155944358,1.00E-07,0.136809563,1.00E-07,1.00E-07,1.00E-07,-0.07318843,0.036594315,-1.784256607,0.121383286,0.249180698,-6.835234783,"42,858",0.603485602,3,1
O75084,FZD7,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.731739733,1.00E-07,0.838827481,1.00E-07,1.00E-07,1.00E-07,-0.392641754,0.196320977,-1.78378295,0.121464911,0.249292912,-6.835887224,"63,620",0.603290069,4,1
Q6NVY1,HIBCH,0.045224015,0.013750282,0.008973448,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.011361865,1.00E-07,0.016986861,0.008493531,1.783427773,0.121526154,0.249363253,-6.836376425,"43,482",0.603167545,21,1
